step,fair_price,submission_spot,normalizer_spot,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,lambda_hat,arb_hat,stale_hat,inventory_signed
18,100.13557486812107,99.53349650677177,99.64524136156842,100.04910919821707,99.78768818640052,100.13557486812108,15.806821407636683,17.96899853934922,2.925979211335913,0.06392023581876576,0.0012579410072561083,0.0025834550542317186
19,100.11344546636744,99.97573773710776,99.82523890943902,100.03155223406813,99.77558845050605,100.11344546636742,15.005923250318606,17.96899853934922,2.580082682054652,0.11972144130003577,0.0011839389707442058,0.0002790623130207646
20,100.0115430175656,99.97573773710776,99.82523890943902,100.03155223406813,99.77558845050605,100.11344546636742,15.005923250318606,17.96899853934922,2.580082682054652,0.11972144130003577,0.0011839389707442058,0.0002790623130207646
21,99.98132429804349,99.88506938075615,99.82523890943902,99.89160604612987,99.73518261225811,100.06487594171985,18.005923250318606,14.968998539349219,2.4136760674902797,0.2077492971700322,0.0011168290160147956,3.2719862615322166e-05
22,99.88417390966177,100.86691914867919,100.7150787779449,99.89185465280741,99.48156297398876,100.31998268593578,15.005923250318606,17.96899853934922,2.3005819820910576,0.186974367453029,0.0016326513842115566,-0.004856896051955085
23,99.92738125027716,100.07755686401524,100.22806544661702,100.0065607386507,99.92738125027715,100.25770992834133,18.005923250318606,14.968998539349219,2.1965354235237733,0.2682769307077261,0.0015772720696251186,-0.00035483138899368845
24,99.75791687241569,99.93786422371699,100.05809114585325,99.86664951432579,99.75791687241569,100.08768546547094,19.173432346331534,13.181986472529251,2.1008125896418717,0.34144923763695356,0.0015254063782473375,-0.0003564219249049259
25,100.03476597428987,99.96726450694122,100.05809114585325,99.86876409337162,99.42822630406741,100.41956271132325,19.954486118536924,13.966315866867234,1.9879431143270072,0.23355127854367627,0.0014239588841621193,-0.0004929061804296353
26,100.12666195291955,100.81749587293818,100.69001782013186,99.87162519779343,99.12272899635414,100.7290568743742,17.943442633854893,14.377535390360975,2.4546671503269013,0.09227106544498996,0.0017628605582483041,-0.004713113845425558
27,99.99357893239292,100.17332436230667,100.29446231935096,100.01154339295366,99.99357893239292,100.31755628388129,14.943442633854893,17.377535390360975,2.3382937783007494,0.18304395890049097,0.0017540678860832365,-0.0008081578351407569
28,100.0667984022594,100.18734366315287,100.29446231935096,100.01585718004628,99.62663158250511,100.68704846524753,17.943442633854893,14.377535390360975,2.2312302760366896,0.16473956301044188,0.0017516112954305057,-0.0008565621447826616
29,100.06716708468291,100.28332449396672,100.29446231935096,100.15597744139498,100.10338168594774,100.42771479633245,19.868472763245585,11.377535390360975,2.1327318539537545,0.2482656067093977,0.001722755395921499,-0.0006353397329871409
30,99.9609806902627,100.15998328023976,100.26176598822737,100.03603296480593,99.9609806902627,100.27407045877779,18.853163788249763,12.868023262609983,2.042113305637454,0.32343904603845797,0.0016936874534610516,-0.0006191447650093144
31,99.9593766071862,100.14818762562643,100.26015707842144,100.03847310895421,99.60902124423048,100.62837979591639,19.710276077438394,13.723429543261098,1.958744241186458,0.2910951414346122,0.0016578335419517765,-0.0005480610759459843
32,99.93533851370407,100.22940707811556,100.23604665366506,100.0414523779096,99.2662515693262,100.97585294498258,20.08320258290097,14.105726642652826,1.8859948674754023,0.19910907674127476,0.0015729375489862047,-0.0009385024896607368
33,99.76435864217486,99.9461792288477,100.03194360522207,99.90202936750929,99.76435864217486,100.10632786864797,21.757181564666862,12.455683319908497,2.0463561351822723,0.16126486245318428,0.0013793084867999121,-0.00022091697317935544
34,99.71639940972189,100.3116339164673,100.11703709943183,99.90353685942178,99.47993110365556,100.39254636628863,19.578496577569034,13.621377519224842,2.1361148268333032,0.08383192609766332,0.001385043452181669,-0.0020382923804626745
35,99.78298073759346,100.05196016776245,100.08323042888011,99.86327765084262,99.78298073759348,100.11509459814374,19.032741484946328,13.055392986930308,2.0132759997355785,0.13334103745080172,0.0013460062283485522,-0.0009438125826658353
36,99.81760794956308,100.49734366944399,100.34590669240174,99.89523983078814,99.81760794956307,100.13868548560771,19.966548547860455,14.038659460726267,1.9251268574102511,0.16720526961634838,0.001433585280589422,-0.003004621369408893
37,99.79267885731696,99.9923290265091,100.0929577305085,99.87422688509713,99.79267885731696,100.13290219798627,21.791962218489918,15.806143937792374,1.8511167088174312,0.25048474265471354,0.001418478768519363,-0.000590904970935714
38,99.7554356748064,99.949773014454,100.02500179716314,99.87756416146065,99.50412225704613,100.42328222625144,21.956492233795114,15.965164783288758,1.8087613502473887,0.17133156397582405,0.0013294701856495276,-0.00036135622890161935
39,99.81790572786922,99.949773014454,100.02500179716314,99.87756416146065,99.50412225704613,100.42328222625144,21.956492233795114,15.965164783288758,1.8087613502473887,0.17133156397582405,0.0013294701856495276,-0.00036135622890161935
40,99.67022798737001,99.64974234707009,99.63665899378523,99.76341359548756,99.67022798737003,100.04928072645674,22.523919070783542,18.622339836687797,2.0947324909799914,0.11158700016506619,0.0011921435122448218,0.0005700288322512379
41,99.77042467088437,99.46518839226825,99.53977312627629,99.62384253899003,99.42883584187571,99.65076142669552,23.446784202943814,15.622339836687797,2.0071538917015923,0.20042830014855956,0.0012162429808055865,0.0007969004921047321
42,99.79749882275844,98.93082491013722,99.00638910786374,99.70306049878879,99.4079642886053,99.79749882275844,21.012885769839524,14.919580168484135,1.9207336326850628,0.21309295730161476,0.0013431786023267132,0.003887733389807966
43,99.6365310168946,99.48787749567296,99.33762142384393,99.56357387750819,99.27882475514294,99.6365310168946,22.816389991616315,16.80726313948078,1.847074942070258,0.2917836615714533,0.0013082221490645788,0.0003802855056469651
44,99.80715628048948,99.63940776660851,99.507734811648,99.70306049878879,99.41206660799486,99.80715628048948,24.53794517529727,18.53028165238808,1.7793089467046375,0.36260529541430797,0.0012680464359689511,0.0003193134545495206
45,99.86164820811699,99.67660176136019,99.56206326349262,99.7583674446154,99.43201586243217,99.861648208117,26.05898644949064,20.04914676888729,1.7169642309682667,0.4263447658728772,0.0012411620555841218,0.0004099866918060772
46,99.90521017802705,99.87291622454345,99.7869738387374,99.79362883671,99.44508786922185,99.90521017802705,28.86539973165067,18.41325211573722,1.7124935321428283,0.367619819857048,0.0011712221786116515,-0.0003970990123013167
47,99.81547889023129,99.74697055454524,99.75832190254509,99.65401550847189,99.45904693683744,99.93097598003445,30.252608598964372,18.263796713676378,1.6554940495714021,0.43085783787134324,0.0011568894255072472,-0.0004661714463336692
48,99.95381959097979,100.25698696924461,100.15387073742207,99.79297018927056,99.46943186093158,99.95381959097978,28.73779575007662,22.73510635483859,1.6683825299724382,0.3707067611039988,0.0011740381748697474,-0.00231950452059521
49,100.06466462591301,100.25698696924461,100.15387073742207,99.79297018927056,99.46943186093158,99.95381959097978,28.73779575007662,22.73510635483859,1.6683825299724382,0.3707067611039988,0.0011740381748697474,-0.00231950452059521
50,100.05896070943422,100.25698696924461,100.15387073742207,99.79297018927056,99.46943186093158,99.95381959097978,28.73779575007662,22.73510635483859,1.6683825299724382,0.3707067611039988,0.0011740381748697474,-0.00231950452059521
51,100.19671398514092,100.26399550563018,100.2997949322749,99.7898863017123,99.06218899407857,100.36472793508645,28.696023828486652,22.73510635483859,1.4893646368415552,0.2535634245951352,0.001507759176965013,-0.0023699075450805997
52,100.2171072035316,100.20274981447793,100.24600660961549,99.78691895171924,98.76212308292692,100.66966299111031,26.037674930309073,19.936912673336824,1.5491680633975002,0.1734373824230725,0.001736346198501157,-0.0020792617204883567
53,100.09681750002837,100.32479736573175,100.24600660961549,99.78465049730994,98.41816952893811,101.02148510414472,23.037674930309073,21.350126720536416,1.5052346183257004,0.15609364418076524,0.001956077077558439,-0.002699257202446108
54,100.14701855631931,100.14902538805632,100.21896220552516,99.92444684261449,99.9183053189086,100.36330231029797,26.037674930309073,18.350126720536416,1.4648158488596446,0.2404842797626887,0.0019734101540593223,-0.0011224803715252855
55,100.22188389555184,99.94098821650832,99.98070724189449,99.78713403766707,99.6807651201688,100.12471834345438,24.886329080750844,18.90481671409219,1.4276305809508731,0.31643585178641986,0.0019474437298064413,-0.0007703180558893069
56,100.2127152930151,99.98056404805314,99.98070724189449,99.9279909575924,99.77434380268049,100.21271529301508,24.481569483306558,20.290611440874827,1.7897968098144705,0.22225601319265254,0.001704066214236916,-0.00026298569593107425
57,100.1848701987326,99.9815889713869,99.98070724189449,99.92994928789165,99.43377864552865,100.55594834316442,24.713748773112858,17.290611440874827,1.726613065029313,0.2000304118733873,0.0016328197626424466,-0.0002583126714190852
58,100.22345094528544,99.81094369698374,99.87455377424128,100.06949309499439,99.80289702241451,100.22345094528544,22.453089479577784,16.422044992924427,1.7194175354650352,0.2128208017213969,0.0015315260710764887,0.0012935202772230588
59,100.29814045087936,100.24326926899278,100.12434224779409,100.20370136699077,99.90859990610834,100.29814045087936,23.21666232206192,17.22139988255004,1.7142540234497092,0.22156942837743548,0.001405122980014373,-0.00019739835367163465
60,100.16703963150626,100.24326926899278,100.12434224779409,100.20370136699077,99.90859990610834,100.29814045087936,23.21666232206192,17.22139988255004,1.7142540234497092,0.22156942837743548,0.001405122980014373,-0.00019739835367163465
61,100.25082283968338,100.24326926899278,100.12434224779409,100.20370136699077,99.90859990610834,100.29814045087936,23.21666232206192,17.22139988255004,1.7142540234497092,0.22156942837743548,0.001405122980014373,-0.00019739835367163465
62,100.16206413652532,100.42576648383074,100.29721502909148,100.34408479437444,100.19261137294181,100.59901206528733,25.49569486416906,19.50545908192621,1.6037803682403993,0.2994124855396919,0.001369636692692899,-0.0004068424065479503
63,100.17462476823738,100.42576648383074,100.29721502909148,100.34408479437444,100.19261137294181,100.59901206528733,25.49569486416906,19.50545908192621,1.6037803682403993,0.2994124855396919,0.001369636692692899,-0.0004068424065479503
64,100.30290861472479,100.21870703165169,100.26398442751818,100.20370136699077,99.96319247423563,100.41457026079681,27.625864089824837,21.627660974488286,1.5154779387811674,0.3694712369857227,0.0012964429144653314,-7.48701943102212e-05
65,100.14014292516185,100.33184803319308,100.26398442751818,100.34408479437444,100.05467263342847,100.54931267777434,29.10522809034269,23.103764625022183,1.474239703678674,0.43252411328715046,0.0012259736662089966,6.0977721687674684e-05
66,100.21016621821643,100.33184803319308,100.26398442751818,100.34408479437444,100.05467263342847,100.54931267777434,29.10522809034269,23.103764625022183,1.474239703678674,0.43252411328715046,0.0012259736662089966,6.0977721687674684e-05
67,100.10242964423365,100.33184803319308,100.26398442751818,100.34408479437444,100.05467263342847,100.54931267777434,29.10522809034269,23.103764625022183,1.474239703678674,0.43252411328715046,0.0012259736662089966,6.0977721687674684e-05
68,100.12568855280581,100.01556804095603,100.04794894821492,100.48146566182383,100.08841487156259,100.61302879772764,24.821405805886894,23.821137125606604,1.8547823812046458,0.21477853463890614,0.0013393751050938777,0.0023237132852471573
69,100.02448641706145,99.90530761393931,99.95720019628338,100.47753057193665,99.82013635097258,100.88343831132546,21.821405805886894,24.05348476939767,1.7863997907082743,0.19330068117501553,0.0016016913542903186,0.002855648533466426
70,100.04979316535132,99.97120577921726,99.93995497015054,100.47272640339148,99.50039353441245,101.20762551867331,20.322812368014617,22.184085600777696,1.7623204898122578,0.13221766592371062,0.0019120441175354912,0.0025020494195719762
71,100.1065932140623,99.97120577921726,99.93995497015054,100.47272640339148,99.50039353441245,101.20762551867331,20.322812368014617,22.184085600777696,1.7623204898122578,0.13221766592371062,0.0019120441175354912,0.0025020494195719762
72,99.97857251437262,99.8370961722874,99.93400111835476,100.46905381218046,98.96312824432952,101.75707605896592,22.012211409582292,19.184085600777696,1.6613348506272771,0.11899589933133956,0.002175917776232617,0.0031549587466089307
73,99.99031442271404,99.50322357517811,99.5829438072727,100.46549152696991,98.53298778507099,102.2012911021988,19.012211409582292,20.197989905767884,1.608428062577095,0.10709630939820561,0.0026228182654864417,0.004812092488068742
74,99.998971447244,99.37147097021241,99.49139090680278,100.31659803140874,99.60725747157095,99.99897144724397,18.056796206158236,16.64147093895065,1.8909942226101522,0.1134329454775632,0.002879611043305933,0.0047330171798529086
75,99.98228289548332,99.81589766996181,99.68233604679686,100.17625305856878,99.63566213772569,99.98228289548332,15.056796206158236,17.978377828092096,1.8197146848013401,0.2020896509298069,0.0029230563337861674,0.0018018476589918748
76,99.90901844802292,100.08788032363181,99.93730655633318,100.0350641389666,99.74112978188181,100.07144665732534,15.056796206158236,17.9783778280921,1.786227257813442,0.21422932123598795,0.0026802147046609357,-0.00026391868662062123
77,99.78002056570897,99.8098892897612,99.90286720122823,99.89590954281607,99.780020565709,100.11046623738959,17.712445591089377,14.9783778280921,1.9905134105614022,0.169124970351316,0.0022753659861978587,0.00043073487879524816
78,99.68988414871204,99.8098892897612,99.90286720122823,99.89590954281607,99.780020565709,100.11046623738959,17.712445591089377,14.9783778280921,1.9905134105614022,0.169124970351316,0.0022753659861978587,0.00043073487879524816
79,99.67504948404012,100.23073074159002,100.05980941436344,99.99960514446511,99.75261231157407,100.0795149720986,15.975678546033375,15.969329619725166,1.8847220902667128,0.14567792458742812,0.00201189985403979,-0.0011542986036664055
80,99.58957139687402,99.67056716954096,99.80691172279049,99.85881669658094,99.589571396874,99.90847421195173,15.888623335485322,15.865980110906476,1.8328765719753932,0.17564370041780084,0.0018969232834554787,0.0009434676907852194
81,99.61749865442795,100.41842825314399,100.27627110067252,99.85551729471308,99.21229847221083,100.28839447229261,15.35014068222264,15.417597599623381,1.766246446217362,0.15807933037602076,0.002120393361645771,-0.002810704891697479
82,99.54824823535807,99.2316465879502,99.36334387888925,99.71559124406629,99.54824823535807,99.85524391673901,19.418564113656966,13.743956849215998,1.9793295908483515,0.13993595910267062,0.0019716061437882373,0.0024325276459716827
83,99.49061039623103,99.32835654446453,99.36334387888925,99.57408099889119,99.16093997935162,99.49061039623102,19.418564113656966,13.743956849215998,1.9007669143927772,0.17171619602622673,0.001942239457548001,0.0012354019259975524
84,99.43383804117872,99.5973679773952,99.43523923719975,99.65502769012534,99.40396418983315,99.73444256489445,19.90229797326937,13.895352846708219,1.8287055612413552,0.25454457642360406,0.001860430723870197,0.0002893802733813144
85,99.4773369390157,99.65419299930645,99.49348012153214,99.7118745950887,99.45585825497065,99.79285869762496,21.82784426026676,15.820900459270542,1.762409116342047,0.32909011878124367,0.001783523886387844,0.0002893250415090934
86,99.49035064426421,99.65419299930645,99.49348012153214,99.7118745950887,99.45585825497065,99.79285869762496,21.82784426026676,15.820900459270542,1.762409116342047,0.32909011878124367,0.001783523886387844,0.0002893250415090934
87,99.42576441344465,99.67578238550769,99.54637907207552,99.70856320495184,98.95527123196777,100.29768284120483,23.490493738406478,17.486547893689682,1.603904781887053,0.2250976412463707,0.0016231196427541985,0.00016441019653313133
88,99.67132778902716,99.67578238550769,99.54637907207552,99.70856320495184,98.95527123196777,100.29768284120483,23.490493738406478,17.486547893689682,1.603904781887053,0.2250976412463707,0.0016231196427541985,0.00016441019653313133
89,99.51823155850371,100.01400314402295,99.88863186911232,99.84825295344673,99.77906531256221,100.18919946751487,25.30256240475772,19.322466135714752,1.515592399336089,0.30258787712173363,0.001625251141789607,-0.0008293221232096616
90,99.54637857434544,99.79889535210269,99.84591632331536,99.70856320495184,99.54637857434544,99.99210475790504,26.715371636994874,20.726238255953888,1.474345007389202,0.37232908940956033,0.0015820691717901604,-0.0004527757899588375
91,99.47737264894643,99.81185532627264,99.77670275721808,99.59182275123382,99.47737264894643,99.95100285969832,24.808715203128656,24.827136870662855,1.5383899773024914,0.3306730971561393,0.0015507053779450373,-0.0011034529410901177
92,99.70900155017213,99.70300080702165,99.77670275721808,99.5964299185942,99.16926263655274,100.26154166891311,24.808715203128656,24.827136870662855,1.584348647712268,0.22618039845479926,0.001518070897312102,-0.0005347275104572149
93,99.6566020307155,99.77250800733181,99.72076860039881,99.47079403844909,99.35017606956866,99.84515100853564,21.808715203128656,23.63130023025581,1.8775162998866923,0.17533761833274286,0.0014420103889179515,-0.0015142991798710367
94,99.51950075643003,99.73701437059191,99.72076860039881,99.61015067698831,99.51950075643005,99.97326419270556,18.808715203128656,25.338609019056385,1.807314995895757,0.2578038564994686,0.0014318572688979529,-0.0006363957750456313
95,99.48324643001028,99.67071423782946,99.72076860039881,99.58882753879858,99.48324643001028,99.92390752026068,18.026243534410106,24.036106453692256,1.7427297962240966,0.3320234708495217,0.0013952604319509758,-0.00041095497008957166
96,99.34611993915667,99.52552707805661,99.64505510447009,99.4495007317659,99.34611993915665,99.76532407303728,19.596911233934254,25.60608139127038,1.683311412526169,0.3988211237645696,0.0013573955949458699,-0.00038208988900548935
97,99.37388032449554,99.52552707805661,99.64505510447009,99.4495007317659,99.34611993915665,99.76532407303728,19.596911233934254,25.60608139127038,1.683311412526169,0.3988211237645696,0.0013573955949458699,-0.00038208988900548935
98,99.43433311412235,99.52552707805661,99.64505510447009,99.4495007317659,99.34611993915665,99.76532407303728,19.596911233934254,25.60608139127038,1.683311412526169,0.3988211237645696,0.0013573955949458699,-0.00038208988900548935
99,99.41507997406693,99.52552707805661,99.64505510447009,99.4495007317659,99.34611993915665,99.76532407303728,19.596911233934254,25.60608139127038,1.683311412526169,0.3988211237645696,0.0013573955949458699,-0.00038208988900548935
100,99.35069861072829,99.56643312463112,99.64505510447009,99.58882753879858,99.37131366944882,99.8220382482338,21.919753979469572,27.91705525115966,1.5686464995240756,0.45893901138811266,0.0012894455008555196,0.00011244701291274732
101,99.31230012895084,99.530468467177,99.61113352953947,99.4495007317659,99.31230012895082,99.80910610013363,23.143168511560507,29.15293444758759,1.5231547795621496,0.5130451102493014,0.0012609084536346332,-0.0004069140011282332
102,99.27529267715619,99.19643331317526,99.25422913460898,99.40122019926558,99.2752926771562,99.79651624763385,24.821585024568098,27.203800763793136,1.5734158698137986,0.4269228554105222,0.00123580541358942,0.0010311646812961582
103,99.35915560828562,99.30172819651798,99.3723643122681,99.53853516567725,99.15993723992334,99.67784199223382,25.820377290317936,25.891917382621166,1.8713969179791379,0.27969157715660586,0.0012268133508608334,0.0011909407338085041
104,99.30831015373661,99.30172819651798,99.3723643122681,99.53853516567725,99.15993723992334,99.67784199223382,25.820377290317936,25.891917382621166,1.8713969179791379,0.27969157715660586,0.0012268133508608334,0.0011909407338085041
105,99.39625841518132,99.2870602817725,99.32868339630926,99.53493357595293,98.81641554420816,100.02435831867439,22.820377290317936,26.447992790435528,1.761685164540807,0.2517224194409453,0.0013028097827874775,0.001246709628904506
106,99.66757437725408,99.472269366155,99.45117401273002,99.54862556900271,99.17713003011578,99.66757437725408,19.867491100977,24.88518661810405,1.7445852740744832,0.2481781348976066,0.0012567741739675428,0.0003836592277036179
107,99.62942520424441,99.472269366155,99.45117401273002,99.54862556900271,99.17713003011578,99.66757437725408,19.867491100977,24.88518661810405,1.7445852740744832,0.2481781348976066,0.0012567741739675428,0.0003836592277036179
108,99.72559156345892,99.47742256779316,99.45117401273002,99.5448259518904,98.82518016896385,100.02252428883988,18.987403668958848,24.979275526349838,1.6450184521485247,0.22336032140784595,0.0012220084381283634,0.0003386726087087541
109,99.88784049439312,99.91924138832918,99.87241556389634,99.68403071963185,99.44914059016489,99.88784049439313,19.735338114030846,22.32550137132591,1.9114748881841894,0.17387162948065465,0.0011303077664825214,-0.0011783908460683877
110,99.88725576174753,99.93415068795481,99.87241556389634,99.6835572367806,99.22456086219803,100.11392145509986,16.735338114030846,25.05155929979836,1.8385568971294544,0.15648446653258918,0.0012131334004104398,-0.0012553668398431527
111,99.80944283212469,99.87712313572587,99.89471018218038,99.72488720871254,99.62308927591486,100.0407089431102,13.921591040555118,22.98981395014711,2.0198037749164754,0.13910688508230118,0.0011545523940077308,-0.0007626973633713645
112,99.82918781193709,99.87712313572587,99.89471018218038,99.72488720871254,99.62308927591486,100.0407089431102,13.921591040555118,22.98981395014711,2.0198037749164754,0.13910688508230118,0.0011545523940077308,-0.0007626973633713645
113,99.75052490525316,99.70737224781453,99.84081576386353,99.63036554689161,99.5412933165719,99.90975449167544,14.484013551400201,26.493285056347514,1.788611188880063,0.17114910939629402,0.0010719015047056654,-0.0003863127061380357
114,99.86101415861818,98.90955291390466,99.06348263132182,99.63321387559829,99.3281129696791,100.12418317136868,13.252948918846931,25.165472233790652,1.7255222937696582,0.15403419845666463,0.0014449727766023914,0.00364486187734489
115,99.97615891568682,99.66299290218583,99.67623043893978,99.77288843029767,99.59239973504629,99.97615891568684,14.111027195162373,26.09780243010474,1.7186347980091068,0.1813593917443586,0.0013371123057401495,0.0005510318774013909
116,100.08885045006282,99.82764054561262,99.78858389871263,99.9126682971762,99.68677349055581,100.08885045006282,15.76377190161963,27.753555305633828,1.6611440141683784,0.26322345256992274,0.0013079685504103903,0.00042569149940840603
117,99.91991129381049,99.82764054561262,99.78858389871263,99.9126682971762,99.68677349055581,100.08885045006282,15.76377190161963,27.753555305633828,1.6611440141683784,0.26322345256992274,0.0013079685504103903,0.00042569149940840603
118,99.91024124390898,99.82764054561262,99.78858389871263,99.9126682971762,99.68677349055581,100.08885045006282,15.76377190161963,27.753555305633828,1.6611440141683784,0.26322345256992274,0.0013079685504103903,0.00042569149940840603
119,99.8443945457941,99.06911532108818,98.9872404160191,99.91152904731136,99.23610460088543,100.54339198292658,18.76377190161963,22.575197441240086,1.6269861500957716,0.13683407958394866,0.0021637011588774434,0.004233646588577251
120,99.82590754429455,99.3663336344631,99.44842027329094,99.7705324118665,99.41366038954186,99.82590754429455,18.76377190161963,22.575197441240086,1.6479252613087259,0.1695945104354209,0.002130493788448986,0.002029753633409891
121,99.84317580879421,99.43085914982524,99.51299909325311,99.74320516863234,99.43085734196352,99.84317580879421,18.76377190161963,22.575197441240086,1.6629511675151418,0.1920026451378279,0.002048049982217671,0.0015682062816556332
122,99.65481826702141,99.43085914982524,99.51299909325311,99.74320516863234,99.43085734196352,99.84317580879421,18.76377190161963,22.575197441240086,1.6629511675151418,0.1920026451378279,0.002048049982217671,0.0015682062816556332
123,99.6716606114058,99.71151548797415,99.63731414544507,99.73836589638374,98.85653472313935,100.42323047450571,21.76377190161963,19.575197441240086,1.7013763310909154,0.09981065504844847,0.0019551400978568005,0.000134622333306112
124,99.60074664081897,99.7732181839941,99.66900256984977,99.86967297197505,99.5560740277494,99.96890929774298,18.76377190161963,22.575197441240086,1.6452662246036422,0.18982958954360363,0.0018958080886969282,0.0004831366016714243
125,99.64789407745049,99.7732181839941,99.66900256984977,99.86967297197505,99.5560740277494,99.96890929774298,18.76377190161963,22.575197441240086,1.6452662246036422,0.18982958954360363,0.0018958080886969282,0.0004831366016714243
126,99.6283652598802,99.7732181839941,99.66900256984977,99.86967297197505,99.5560740277494,99.96890929774298,18.76377190161963,22.575197441240086,1.6452662246036422,0.18982958954360363,0.0018958080886969282,0.0004831366016714243
127,99.54901074079291,99.69865597939086,99.66900256984977,99.73015521635847,99.54901074079292,99.96181916445954,18.546417769485437,24.54262703492362,1.4727763761089072,0.20584343924782492,0.0016881190953933665,0.00015794727340923524
128,99.60619697747717,99.57896739717306,99.64795991899742,99.8692349076619,99.61462042523056,100.0452504694409,20.09236216674241,23.476398780056556,1.8150661754466868,0.16476565345858932,0.001594599882983746,0.0014553528541972568
129,99.64435532732557,99.57896739717306,99.64795991899742,99.8692349076619,99.61462042523056,100.0452504694409,20.09236216674241,23.476398780056556,1.8150661754466868,0.16476565345858932,0.001594599882983746,0.0014553528541972568
130,99.65386536988849,99.57896739717306,99.64795991899742,99.8692349076619,99.61462042523056,100.0452504694409,20.09236216674241,23.476398780056556,1.8150661754466868,0.16476565345858932,0.001594599882983746,0.0014553528541972568
131,99.7646940709429,99.71119331793861,99.66951645065011,99.8155411567272,99.48611700805847,99.92098905300534,17.788323820459457,23.775772378982097,1.594624820833876,0.18869970696567512,0.001513890223985892,0.000522976728223085
132,99.74926972292187,99.77773876213524,99.7154868175722,99.91570796812532,99.60025088941784,100.01553341782571,19.212103066747254,25.19552134612507,1.547054835167166,0.2698297362691076,0.0015059654268497853,0.0006909050259242757
133,99.61085816163744,99.66998895201432,99.7154868175722,99.77592384868495,99.47850194197356,99.92174700296987,20.59863086829254,26.58588336454882,1.5032904483537928,0.3428467626421968,0.001479345025951155,0.0005311459893214274
