step,fair_price,submission_spot,internal_pool_price_y_per_x,normalizer_spot,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,lambda_hat,arb_hat,stale_hat,inventory_signed,required_no_arb_bid_bps,required_no_arb_ask_bps
27,99.99357893239292,99.99357893239292,99.99357893239292,100.29446231935097,100.1751222694208,99.99357893239292,101.00361508322517,0.0,100.0,1.3122973978316885,0.30432593723228074,0.0027977630493729935,0.0009069516659592728,0.0,18.12259699964347
28,100.0667984022594,99.99357893239292,99.99357893239292,100.3084723560434,100.1751222694208,99.99357893239292,101.00361508322517,0.0,100.0,1.3122973978316885,0.30432593723228074,0.0027977630493729935,0.0009069516659592728,0.0,18.12259699964347
29,100.06716708468291,99.99357893239292,99.99357893239292,100.4043608886838,100.1751222694208,99.99357893239292,101.00361508322517,0.0,100.0,1.3122973978316885,0.30432593723228074,0.0027977630493729935,0.0009069516659592728,0.0,18.12259699964347
30,99.9609806902627,99.96098069026269,99.96098069026269,100.26176598822738,100.2023856601054,99.96098069026269,100.9706875659219,0.0,100.0,1.23398027267182,0.3738933435090527,0.0027746221027009827,0.0012060397176781718,0.0,24.091738759751678
31,99.9593766071862,99.9593766071862,99.9593766071862,100.26015707842147,100.21024109551323,99.35685814793602,101.58462272459985,0.0,100.0,1.2152618508580746,0.33650400915814743,0.0027585360032678346,0.0012532595665922807,0.0,25.033817460624608
32,99.93533851370407,99.93533851370405,99.93533851370405,100.33265126411476,100.17668155789528,99.93533851370405,100.94478637747885,0.0,100.0,1.1980409027894288,0.40285360824233274,0.0027377486793621667,0.0012060397176784448,0.0,24.09173875975723
33,99.76435864217486,99.73861367023068,99.73861367023066,100.03872985981012,100.03837359404567,99.76435864217484,100.77207943654024,0.0,100.0,1.3401141518416941,0.35155186803775557,0.0026627621951367457,0.001500472741730043,0.0,29.964493928242852
34,99.71639940972189,99.75257622664627,99.75257622664627,100.45789747269323,99.95930331499035,99.71639940972187,100.72363576739583,0.0,100.0,1.4420659153615998,0.3164614777378248,0.0025509656427708085,0.0010351266475411558,0.0,20.681125366854847
35,99.78298073759346,99.75257622664627,99.75257622664627,100.1563797659899,99.95930331499035,99.71639940972187,100.72363576739583,0.0,100.0,1.4420659153615998,0.3164614777378248,0.0025509656427708085,0.0010351266475411558,0.0,20.681125366854847
36,99.81760794956308,99.95683804013683,99.95683804013683,100.66360356163273,99.96707700032142,98.95000793368888,101.50376441517639,0.0,100.0,1.366700642132672,0.2848153299640423,0.002404053418302733,5.121428410664604e-05,0.0,1.024233226761817
37,99.79267885731696,99.79267885731696,99.79267885731697,100.09295773050849,100.03367737957767,99.79267885731697,100.8006857144616,0.0,100.0,1.3373645907620584,0.3563337969676381,0.0024045350494949916,0.0012060397176786057,0.0,24.09173875976056
38,99.7554356748064,99.72842845918296,99.72842845918298,100.02851400118655,99.99843467036379,99.75543567480638,100.76306633818827,0.0,100.0,1.4400928303308531,0.31973231712586453,0.0023418012028740727,0.0013518772935701118,0.0,27.001043773421387
39,99.81790572786922,99.72842845918296,99.72842845918298,100.02851400118655,99.99843467036379,99.75543567480638,100.76306633818827,0.0,100.0,1.4400928303308531,0.31973231712586453,0.0023418012028740727,0.0013518772935701118,0.0,27.001043773421387
40,99.67022798737001,99.35079482431335,99.35079482431337,99.71648948754992,99.91509138530742,99.67022798737001,100.67699796704042,0.0,91.47761045605492,1.5766362797354279,0.22396964773470943,0.002345229527469252,0.0028318774062532446,0.0,56.477610456054926
41,99.77042467088437,99.24365548502689,99.24365548502689,99.54228233202296,99.9227994679689,99.1810734356341,101.17353032049034,0.0,100.0,1.5305053773565938,0.20157268296123848,0.0026137091305184954,0.003409931572574798,0.0,67.96686907873494
42,99.79749882275844,98.62371192465774,98.62371192465774,98.92047334469183,99.93027687630872,98.64269635626806,101.72572031301011,0.0,100.0,1.4880649471680665,0.18141541466511463,0.003246546152168701,0.0065804014290576935,0.0,130.74765651537425
43,99.6365310168946,98.64016570672564,98.64016570672565,99.33762142384393,99.79047237466777,98.64016570672565,99.6365310168946,0.0,100.0,1.4490197513946212,0.2632738731986032,0.003747403751258938,0.0057970214633401365,0.0,115.27219388472676
44,99.80715628048948,98.80908471768457,98.80908471768457,99.507734811648,99.65086346238462,98.80908471768457,99.80715628048947,0.0,100.0,1.4130981712830517,0.3369464858787429,0.004031549153901023,0.004241554794402545,0.0,84.4727998787287
45,99.86164820811699,98.8630317260358,98.8630317260358,99.56206326349265,99.621064134042,98.8630317260358,99.86164820811697,0.0,100.0,1.3800503175804077,0.40325183729086855,0.004247951519586588,0.0038191090561763364,0.0,76.09157908474606
46,99.90521017802705,99.0792555282446,99.0792555282446,99.77981592086854,99.66243772059562,98.90615807624678,99.90521017802705,0.0,93.51574632219747,1.4707241078957007,0.35182425670695416,0.004360350424050897,0.0029343726664381436,0.0,58.51574632219747
47,99.81547889023129,99.0792555282446,99.0792555282446,99.62546584539724,99.66243772059562,98.90615807624678,99.90521017802705,0.0,93.51574632219747,1.4707241078957007,0.35182425670695416,0.004360350424050897,0.0029343726664381436,0.0,58.51574632219747
48,99.95381959097979,99.4859173495733,99.4859173495733,100.12377454766663,99.65468772476282,97.67329963210418,101.16624039248433,0.0,93.51574632219747,1.3930661792640449,0.31664183103625876,0.004200428647055573,0.0008474935341616305,0.0,16.9355179412789
49,100.06466462591301,99.4859173495733,99.4859173495733,100.12377454766663,99.65468772476282,97.67329963210418,101.16624039248433,0.0,93.51574632219747,1.3930661792640449,0.31664183103625876,0.004200428647055573,0.0008474935341616305,0.0,16.9355179412789
50,100.05896070943422,99.4859173495733,99.4859173495733,100.12377454766663,99.65468772476282,97.67329963210418,101.16624039248433,0.0,93.51574632219747,1.3930661792640449,0.31664183103625876,0.004200428647055573,0.0008474935341616305,0.0,16.9355179412789
51,100.19671398514092,99.61569307681512,99.61569307681512,100.14573603952246,99.64717080461575,96.23906617709743,102.67390263664153,0.0,93.51574632219747,1.308287551589588,0.2849776479326329,0.003967359432690313,0.00015797086916990652,0.0,3.1589183663183196
52,100.2171072035316,99.61569307681512,99.61569307681512,100.03102637934202,99.64717080461575,96.23906617709743,102.67390263664153,0.0,93.51574632219747,1.308287551589588,0.2849776479326329,0.003967359432690313,0.00015797086916990652,0.0,3.1589183663183196
53,100.09681750002837,99.61569307681512,99.61569307681512,100.15284634268734,99.64717080461575,96.23906617709743,102.67390263664153,0.0,93.51574632219747,1.308287551589588,0.2849776479326329,0.003967359432690313,0.00015797086916990652,0.0,3.1589183663183196
54,100.14701855631931,99.61569307681512,99.61569307681512,99.9507121663959,99.64717080461575,96.23906617709743,102.67390263664153,0.0,93.51574632219747,1.308287551589588,0.2849776479326329,0.003967359432690313,0.00015797086916990652,0.0,3.1589183663183196
55,100.22188389555184,99.41152654101424,99.41152654101424,99.71065851656392,99.63594630435792,99.41152654101424,100.34995664996642,0.0,93.51574632219747,1.223624547462421,0.3564798831393696,0.0038646141487034716,0.001127468538713901,0.0,22.523975700310395
56,100.2127152930151,99.41152654101424,99.41152654101424,99.86946126806824,99.63594630435792,99.41152654101424,100.34995664996642,0.0,93.51574632219747,1.223624547462421,0.3564798831393696,0.0038646141487034716,0.001127468538713901,0.0,22.523975700310395
57,100.1848701987326,99.41152654101424,99.41152654101424,99.88431558813642,99.63594630435792,99.41152654101424,100.34995664996642,0.0,93.51574632219747,1.223624547462421,0.3564798831393696,0.0038646141487034716,0.001127468538713901,0.0,22.523975700310395
58,100.22345094528544,99.345559445096,99.345559445096,99.64449292386762,99.56983028888698,99.345559445096,100.28336683441833,0.0,93.51574632219747,1.152401250332094,0.4208318948254327,0.0037680335817557664,0.0011274685387133152,0.0,22.52397570029818
59,100.29814045087936,99.47761774850578,99.47761774850579,100.11542173343665,99.71027503812975,99.3601949049801,100.29814045087936,0.0,93.51574632219747,1.3073631372383108,0.363849016060596,0.0035973466027414192,0.0011680292731104378,0.0,23.33333144803662
60,100.16703963150626,99.47761774850578,99.47761774850579,100.11542173343665,99.71027503812975,99.3601949049801,100.29814045087936,0.0,93.51574632219747,1.3073631372383108,0.363849016060596,0.0035973466027414192,0.0011680292731104378,0.0,23.33333144803662
61,100.25082283968338,99.47761774850578,99.47761774850579,100.11542173343665,99.71027503812975,99.3601949049801,100.29814045087936,0.0,93.51574632219747,1.3073631372383108,0.363849016060596,0.0035973466027414192,0.0011680292731104378,0.0,23.33333144803662
62,100.16206413652532,99.65371111433163,99.65371111433161,100.29264412761064,99.71380674729662,98.11225567283877,101.5738830532801,0.0,93.51574632219747,1.2294407529259126,0.3274641144545364,0.0034176775774429325,0.0003014314147538367,0.0,6.026811624723072
63,100.17462476823738,99.65371111433163,99.65371111433161,100.29264412761064,99.71380674729662,98.11225567283877,101.5738830532801,0.0,93.51574632219747,1.2294407529259126,0.3274641144545364,0.0034176775774429325,0.0003014314147538367,0.0,6.026811624723072
64,100.30290861472479,99.65371111433163,99.65371111433161,100.05296347229853,99.71380674729662,98.11225567283877,101.5738830532801,0.0,93.51574632219747,1.2294407529259126,0.3274641144545364,0.0034176775774429325,0.0003014314147538367,0.0,6.026811624723072
65,100.14014292516185,99.65371111433163,99.65371111433161,100.16591602514123,99.71380674729662,98.11225567283877,101.5738830532801,0.0,93.51574632219747,1.2294407529259126,0.3274641144545364,0.0034176775774429325,0.0003014314147538367,0.0,6.026811624723072
66,100.21016621821643,99.65371111433163,99.65371111433161,100.16591602514123,99.71380674729662,98.11225567283877,101.5738830532801,0.0,93.51574632219747,1.2294407529259126,0.3274641144545364,0.0034176775774429325,0.0003014314147538367,0.0,6.026811624723072
67,100.10242964423365,99.65371111433163,99.65371111433161,100.16591602514123,99.71380674729662,98.11225567283877,101.5738830532801,0.0,93.51574632219747,1.2294407529259126,0.3274641144545364,0.0034176775774429325,0.0003014314147538367,0.0,6.026811624723072
68,100.12568855280581,99.89103583968917,99.89103583968915,99.40135583653567,99.71811880415854,96.46043338982089,103.31326984124954,78.87435184149413,0.0,1.1273133509663016,0.2239854542869029,0.003319832381094379,-0.0008662780814794746,17.310565865802374,0.0
69,100.02448641706145,100.01965758121729,100.01965758121729,99.52934705607284,99.83292711834582,99.23554976361905,100.02448641706145,78.87435184149413,0.0,1.2893600606534181,0.22920605073224157,0.0030966519661221104,-0.0009343409951499559,18.669376339329744,0.0
70,100.04979316535132,100.07421752787769,100.0742175278777,99.77399487529406,99.85818540107351,99.26065690657205,100.0497931653513,78.87435184149413,0.0,1.405644779524893,0.23277693870085323,0.0029082208508169932,-0.0010805258359294658,21.58719120077146,0.0
71,100.1065932140623,100.1065932140623,100.10659321406231,99.80627343442012,99.9165223728922,99.3170089485804,100.10659321406231,78.87435184149413,0.0,1.3731931971629017,0.3094992448307679,0.0028477569595175894,-0.0009502443785677925,18.98684542822049,0.0
72,99.97857251437262,100.1065932140623,100.10659321406231,99.66669507384199,99.9165223728922,99.3170089485804,100.10659321406231,78.87435184149413,0.0,1.3731931971629017,0.3094992448307679,0.0028477569595175894,-0.0009502443785677925,18.98684542822049,0.0
73,99.99031442271404,99.80157079282472,99.80157079282473,99.31232936000005,99.91035112923159,98.51154214421717,100.92510174592324,78.87435184149413,0.0,1.3033377413898697,0.27854932034769114,0.0027422538975541712,0.0005446862428639431,0.0,10.887794425439301
74,99.998971447244,99.77764217626843,99.77764217626843,99.28851804491063,99.8058302580786,99.21023604147224,99.99897144724399,78.87435184149413,0.0,1.7202266273126692,0.20256107868954376,0.0024469048995443333,0.00014123454946626517,0.0,2.824292101701875
75,99.98228289548332,99.98228289548332,99.98228289548332,99.68233604679689,99.79244808039358,99.19367911958192,99.98228289548332,78.87435184149413,0.0,1.6626084971276558,0.28230497082058936,0.0024141199653213152,-0.0009502443785678571,18.986845428222708,0.0
76,99.90901844802292,100.24646548977849,100.24646548977849,99.94572609330915,99.87315125434979,99.27553320761247,100.06478773508864,72.23964068007568,0.0,1.673487857538806,0.2690966000412831,0.0023522314580711385,-0.0018654554785901062,37.23964068007568,0.0
77,99.78002056570897,100.23095725886988,100.23095725886986,99.80631135920747,99.73342667262258,99.50689242512979,100.23095725886986,72.23964068007568,0.0,1.6196088289357016,0.3421869400371548,0.0025096697081708006,-0.0024880960122265856,49.638415101862506,0.0
78,99.68988414871204,100.23095725886988,100.23095725886986,99.80631135920747,99.73342667262258,99.50689242512979,100.23095725886986,72.23964068007568,0.0,1.6196088289357016,0.3421869400371548,0.0025096697081708006,-0.0024880960122265856,49.638415101862506,0.0
79,99.67504948404012,100.45837195470088,100.45837195470087,100.15699683883676,99.73851499629215,98.79772490947032,100.95041247928688,100.0,0.0,1.5014312956442597,0.23405586698541386,0.002715425643916246,-0.0035957450156800983,71.65723915308008,0.0
80,99.58957139687402,100.44607764698243,100.44607764698243,99.74083938867865,99.68176758087958,99.4416168705126,100.44607764698243,100.0,0.0,1.461316791992719,0.31065028028687247,0.0030107954202009354,-0.0038191090561766525,76.09157908475161,0.0
81,99.61749865442795,100.85425552239404,100.85425552239406,100.55169275582689,99.68958220207261,98.84148939678488,101.05594756286519,100.0,0.0,1.4244114486333017,0.27958525225818526,0.003527064495508702,-0.0058075747105309355,115.48083065893388,0.0
82,99.54824823535807,100.02981928870001,100.02981928870003,99.41513300890466,99.7928119612956,99.54824823535806,100.55378609632128,91.26595302418824,0.0,1.7879949713206207,0.20309959753389503,0.003564756476256165,-0.0011860885122061573,23.693667457339586,0.0
83,99.49061039623103,100.01700735628073,100.01700735628074,99.40239980619951,99.6531997758829,99.10419260678093,100.01700735628074,91.26595302418824,0.0,1.7249553736149712,0.28278963778050553,0.003569516415825499,-0.0018220423849063965,36.37457168678249,0.0
84,99.43383804117872,100.03011772067572,100.03011772067572,99.73002736751367,99.7928119612956,99.11718331818581,100.03011772067572,91.26595302418824,0.0,1.6669589437257737,0.35451067400245495,0.003497855124624754,-0.0011875802229394054,23.72343098133389,0.0
85,99.4773369390157,100.08788338463671,100.08788338463671,99.7876197344828,99.86788818672032,99.17442177830945,100.08788338463671,91.26595302418824,0.0,1.613602228227712,0.4190596066022094,0.003420010185751325,-0.001100219294434753,21.980202845428565,0.0
86,99.49035064426421,100.08788338463671,100.08788338463671,99.7876197344828,99.86788818672032,99.17442177830945,100.08788338463671,91.26595302418824,0.0,1.613602228227712,0.4190596066022094,0.003420010185751325,-0.001100219294434753,21.980202845428565,0.0
87,99.42576441344465,100.09931483497442,100.09931483497444,99.79901689046947,99.87929451049844,99.18574889842623,100.09931483497444,91.26595302418824,0.0,1.5245140499694951,0.4771536459419885,0.003346835943210222,-0.0011002192944340793,21.98020284541635,0.0
88,99.67132778902716,100.09931483497442,100.09931483497444,99.79901689046947,99.87929451049844,99.18574889842623,100.09931483497444,91.26595302418824,0.0,1.5245140499694951,0.4771536459419885,0.003346835943210222,-0.0011002192944340793,21.98020284541635,0.0
89,99.51823155850371,100.44094128826552,100.44094128826552,100.13961846440073,100.01922345021589,99.52425746533352,100.44094128826552,91.26595302418824,0.0,1.4425529259719356,0.5294382813477897,0.0033984760192562816,-0.002103748835085491,41.986647341276665,0.0
90,99.54637857434544,100.44094128826552,100.44094128826552,99.84591632331536,100.01922345021589,99.52425746533352,100.44094128826552,91.26595302418824,0.0,1.4425529259719356,0.5294382813477897,0.0033984760192562816,-0.002103748835085491,41.986647341276665,0.0
91,99.47737264894643,100.39362463190479,100.39362463190477,99.8446715278201,99.87929451049845,99.47737264894644,100.39362463190477,91.26595302418824,0.0,1.3671486918941809,0.5764944532130107,0.0035027456707198614,-0.002568146125840472,51.23135291629555,0.0
92,99.70900155017213,100.37310004661708,100.37310004661708,99.75630429613078,99.73956133423023,99.45703538324241,100.37310004661708,91.26595302418824,0.0,1.3377767965426466,0.6188450078917097,0.003672491421703812,-0.0031659101828700677,63.1183765463672,0.0
93,99.6566020307155,100.22161762184217,100.22161762184216,99.9209527689766,99.6031653232852,99.34091017896151,100.2559052528822,96.70847300534632,0.0,1.7395031307752227,0.3794603889024264,0.0037585828114807276,-0.003094972953013509,61.70847300534632,0.0
94,99.51950075643003,100.22161762184217,100.22161762184216,99.81895762931799,99.6031653232852,99.34091017896151,100.2559052528822,96.70847300534632,0.0,1.7395031307752227,0.3794603889024264,0.0037585828114807276,-0.003094972953013509,61.70847300534632,0.0
95,99.48324643001028,100.22161762184217,100.22161762184216,99.78259421264823,99.6031653232852,99.34091017896151,100.2559052528822,96.70847300534632,0.0,1.7395031307752227,0.3794603889024264,0.0037585828114807276,-0.003094972953013509,61.70847300534632,0.0
96,99.34611993915667,100.22161762184217,100.22161762184216,99.64505510447007,99.6031653232852,99.34091017896151,100.2559052528822,96.70847300534632,0.0,1.7395031307752227,0.3794603889024264,0.0037585828114807276,-0.003094972953013509,61.70847300534632,0.0
97,99.37388032449554,100.22161762184217,100.22161762184216,99.64505510447007,99.6031653232852,99.34091017896151,100.2559052528822,96.70847300534632,0.0,1.7395031307752227,0.3794603889024264,0.0037585828114807276,-0.003094972953013509,61.70847300534632,0.0
98,99.43433311412235,100.22161762184217,100.22161762184216,99.64505510447007,99.6031653232852,99.34091017896151,100.2559052528822,96.70847300534632,0.0,1.7395031307752227,0.3794603889024264,0.0037585828114807276,-0.003094972953013509,61.70847300534632,0.0
99,99.41507997406693,100.22161762184217,100.22161762184216,99.64505510447007,99.6031653232852,99.34091017896151,100.2559052528822,96.70847300534632,0.0,1.7395031307752227,0.3794603889024264,0.0037585828114807276,-0.003094972953013509,61.70847300534632,0.0
100,99.35069861072829,100.22161762184217,100.22161762184216,99.6859676722014,99.6031653232852,99.34091017896151,100.2559052528822,96.70847300534632,0.0,1.7395031307752227,0.3794603889024264,0.0037585828114807276,-0.003094972953013509,61.70847300534632,0.0
101,99.31230012895084,100.22161762184217,100.22161762184216,99.61113352953946,99.6031653232852,99.34091017896151,100.2559052528822,96.70847300534632,0.0,1.7395031307752227,0.3794603889024264,0.0037585828114807276,-0.003094972953013509,61.70847300534632,0.0
102,99.27529267715619,99.91709091027661,99.91709091027661,99.24855364229659,99.6089856340807,97.12181602322438,102.54660885104809,96.70847300534632,0.0,1.6092317692020939,0.3415143500121838,0.003718370251234334,-0.0015441855096439909,30.836093544055476,0.0
103,99.35915560828562,99.91709091027661,99.91709091027661,99.47187199207801,99.6089856340807,97.12181602322438,102.54660885104809,96.70847300534632,0.0,1.6092317692020939,0.3415143500121838,0.003718370251234334,-0.0015441855096439909,30.836093544055476,0.0
104,99.30831015373661,99.91709091027661,99.91709091027661,99.47187199207801,99.6089856340807,97.12181602322438,102.54660885104809,96.70847300534632,0.0,1.6092317692020939,0.3415143500121838,0.003718370251234334,-0.0015441855096439909,30.836093544055476,0.0
105,99.39625841518132,99.91709091027661,99.91709091027661,99.41343568594775,99.6089856340807,97.12181602322438,102.54660885104809,96.70847300534632,0.0,1.6092317692020939,0.3415143500121838,0.003718370251234334,-0.0015441855096439909,30.836093544055476,0.0
106,99.66757437725408,99.91709091027661,99.91709091027661,99.56436953077701,99.6089856340807,97.12181602322438,102.54660885104809,96.70847300534632,0.0,1.6092317692020939,0.3415143500121838,0.003718370251234334,-0.0015441855096439909,30.836093544055476,0.0
107,99.62942520424441,99.91709091027661,99.91709091027661,99.56436953077701,99.6089856340807,97.12181602322438,102.54660885104809,96.70847300534632,0.0,1.6092317692020939,0.3415143500121838,0.003718370251234334,-0.0015441855096439909,30.836093544055476,0.0
108,99.72559156345892,99.91709091027661,99.91709091027661,99.56436953077701,99.6089856340807,97.12181602322438,102.54660885104809,96.70847300534632,0.0,1.6092317692020939,0.3415143500121838,0.003718370251234334,-0.0015441855096439909,30.836093544055476,0.0
109,99.88784049439312,100.18602024023274,100.18602024023275,99.88546217951198,99.74689243444644,99.06081185515441,100.02816900333775,78.83124559028673,0.0,1.3931275747222798,0.30959581540833375,0.003575224178689564,-0.002196375773811871,43.83124559028673,0.0
110,99.88725576174753,100.19349577872664,100.19349577872664,99.89291529139045,99.8866358814428,99.40365797149843,100.19349577872664,78.83124559028673,0.0,1.3616773687444974,0.37863623386750034,0.0035447530726041444,-0.0015336850027919619,30.626728301957897,0.0
111,99.80944283212469,100.21588123158472,100.21588123158472,99.8361959190495,100.02570719095566,99.42586695704331,100.21588123158472,78.83124559028673,0.0,1.3327431792449378,0.44077261048075034,0.0034460346816425564,-0.0009497229927469558,18.97643749592892,0.0
112,99.82918781193709,100.21588123158472,100.21588123158472,99.8361959190495,100.02570719095566,99.42586695704331,100.21588123158472,78.83124559028673,0.0,1.3327431792449378,0.44077261048075034,0.0034460346816425564,-0.0009497229927469558,18.97643749592892,0.0
113,99.75052490525316,100.14601003165416,100.14601003165414,99.68280583487851,100.01953259327726,98.46012380745063,101.19884567482536,78.83124559028673,0.0,1.2661237249053428,0.3966953494326753,0.003315096313587133,-0.0006318641896017095,12.629303787230484,0.0
114,99.86101415861818,99.37106922970762,99.3710692297076,98.88436781685655,100.01354359770743,97.8085750430455,101.87297862103831,0.0,99.23873656392966,1.2448338269129156,0.3570258144894078,0.0035028662661845205,0.0032222866092276622,0.0,64.23873656392965
115,99.97615891568682,99.343483998039,99.34348399803902,99.6424112317342,99.87362260421983,99.34348399803902,100.33923791791516,0.0,99.23873656392966,1.2252471207598825,0.42132323304046704,0.0036120282269146288,0.0026611098575949686,0.0,53.08094293141386
