step,fair_price,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,internal_times_1_minus_bid,internal_times_1_plus_ask,rel_error_bps,in_user_band,in_filter_band,status
0,100.0,99.99998649994015,99.7,100.29999999999998,31.999999999999996,28.24968757495564,99.67998654314034,100.28248333755245,0.0013500060757300528,True,True,good
1,99.83181263869632,99.99998649994015,99.7,100.29999999999998,31.999999999999996,28.24968757495564,99.67998654314034,100.28248333755245,16.831545496954067,True,True,ok
2,99.67839436360673,99.86103989482503,99.67839436360671,100.28168182718667,31.668068078736095,31.648908022010506,99.54479927384476,100.1770891814864,18.3067154526425,True,True,ok
3,99.8426241003642,99.86103989482503,99.67839436360671,100.28168182718667,31.668068078736095,31.648908022010506,99.54479927384476,100.1770891814864,1.844312131746223,True,True,good
4,99.81775621291175,99.86459414385828,99.40612111162203,100.55635323896948,30.355105824001907,30.299257121669747,99.56145411152751,100.16717644538987,4.691244040532727,True,True,good
5,99.83778655022516,99.72488153370371,99.23314506133313,99.83778655022516,30.439687740745057,30.416851739409882,99.42132210831683,100.0282132273378,11.31524544665209,True,True,good
6,99.88589919778433,99.73863011723174,99.27895300401333,99.88589919778431,30.41860357747726,30.368801489003115,99.43523913214207,100.04152438311326,14.754610345213264,True,False,ok
7,99.90120370558397,99.75534271577322,99.29485307583256,99.90120370558395,30.888846612534113,30.86988203805042,99.4472099677804,100.06328628200336,14.611192908488173,True,False,ok
