step,event_index,event_type,amm,trade_side,amount_x,amount_y,fair_price,edge,submission_spot,internal_price_estimate,bid_fee_bps,ask_fee_bps,probable_arb
0,0,retail,submission,sell,0.009909838001249227,0.9939645118308872,100.0,0.0029807117059644783,100.0198226225385,99.99998649994015,31.999999999999996,28.24968757495564,False
0,1,retail,normalizer,sell,0.004895415583305862,0.49103864051994595,100.0,0.0,100.0198226225385,99.99998649994015,31.999999999999996,28.24968757495564,False
2,0,arb,submission,buy,0.01074964204798453,1.0716218852921884,99.67839436360673,-0.0001148259655774364,99.99838920907575,99.86008447310968,31.644795425007192,31.249687574955644,True
2,1,arb,normalizer,buy,0.0157798406562636,1.5731566499980545,99.67839436360673,0.0,99.99838920907575,99.86008447310968,31.644795425007192,31.249687574955644,True
2,2,retail,submission,buy,0.14914010493184382,14.844507061876357,99.67839436360673,0.02153913294966081,99.70172181837751,99.86103989482503,31.668068078736095,31.648908022010506,False
2,3,retail,normalizer,buy,0.1473405707170431,14.665130983432391,99.67839436360673,0.0,99.70172181837751,99.86103989482503,31.668068078736095,31.648908022010506,False
4,0,retail,submission,buy,0.1519114776205501,15.075077766767208,99.81775621291175,0.08838507230406023,99.4008975134982,99.86459414385828,30.355105824001907,30.299257121669747,False
4,1,retail,normalizer,buy,0.15201603783740117,15.085471507505645,99.81775621291175,0.0,99.4008975134982,99.86459414385828,30.355105824001907,30.299257121669747,False
5,0,arb,submission,sell,0.06773370197888084,6.757816209450823,99.83778655022516,-0.004566670973246367,99.5352854737108,99.72488153370371,30.439687740745057,30.416851739409882,True
5,1,arb,normalizer,sell,0.07762966227834056,7.744375615286679,99.83778655022516,0.0,99.5352854737108,99.72488153370371,30.439687740745057,30.416851739409882,True
6,0,arb,submission,sell,0.02355186946491017,2.3519468905344754,99.88589919778433,-0.0005527687569162332,99.58207773910864,99.73989455750763,30.604546870617863,30.58554443150924,True
6,1,arb,normalizer,sell,0.024142505134904013,2.410914984412395,99.88589919778433,0.0,99.58207773910864,99.73989455750763,30.604546870617863,30.58554443150924,True
6,2,retail,submission,buy,0.1297167265496607,12.86133039581182,99.88589919778433,0.09554147659414447,99.32555461140305,99.73863011723174,30.41860357747726,30.368801489003115,False
6,3,retail,normalizer,buy,0.13486149742395914,13.37211610297345,99.88589919778433,0.0,99.32555461140305,99.73863011723174,30.41860357747726,30.368801489003115,False
7,0,arb,submission,sell,0.137237376328315,13.691427155972928,99.90120370558397,-0.018751932621956513,99.59781572319922,99.75534271577322,30.888846612534113,30.86988203805042,True
7,1,arb,normalizer,sell,0.14213292437337088,14.179137204107285,99.90120370558397,0.0,99.59781572319922,99.75534271577322,30.888846612534113,30.86988203805042,True
